brand_name,model_name,condition_name,grade_name,gb_spec_name,colour_name,network_name,,,,,count
Apple,"iPad Air 16GB WiFi + 4G A1475",Working,"Grade A - Very Good Condition",16GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475",Working,"Grade B - Good Condition",16GB,Grey,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475",Working,"Grade B - Good Condition",16GB,Silver,"EE Network",,,,,2
Apple,"iPad Air 16GB WiFi + 4G A1475","iOS 7 Locked","Grade B - Good Condition",16GB,Grey,Damaged,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475","Working - Minor Issue","Grade C - Acceptable Condition",16GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475","Non-working - Repair","Not Graded",16GB,Grey,Damaged,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475","Non-working - Need Repair - HardWare",Unknown,16GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475","iOS 7 Locked","Grade B - Good Condition",16GB,Silver,Damaged,,,,,1
Apple,"iPad Air 16GB WiFi + 4G A1475","Working – Minor Screen Burn","Grade B - Good Condition",16GB,"Space Gray",Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi A1474",Working,"Grade A - Very Good Condition",16GB,White,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi A1474",Working,"Grade C - Acceptable Condition",16GB,White,Unlocked,,,,,2
Apple,"iPad Air 16GB WiFi A1474",Working,"Grade B - Good Condition",16GB,White,Unlocked,,,,,2
Apple,"iPad Air 16GB WiFi A1474",Working,"Grade B B2B",16GB,White,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi A1474",Working,"Grade B - Good Condition",16GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 16GB WiFi A1474","Working - Minor Issue","Grade C - Acceptable Condition",16GB,Grey,"Not Applicable",,,,,1
Apple,"iPad Air 16GB WiFi A1474","Non-working - Need Repair - HardWare",Unknown,16GB,Silver,"Not Applicable",,,,,1
Apple,"iPad Air 2 128GB",Working,"Grade A - Very Good Condition",128GB,Grey,"Not Applicable",,,,,1
Apple,"iPad Air 2 128GB WiFi + 4G","Brand New","Brand New",128GB,Grey,Unlocked,,,,,3
Apple,"iPad Air 2 16GB WiFi","Working - Minor Issue","Grade A - Very Good Condition",16GB,Grey,"Not Applicable",,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G","iOS 7 Locked","Grade B B2B",16GB,Silver,Damaged,,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade C - Acceptable Condition",16GB,Gold,Unlocked,,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade C - Acceptable Condition",16GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade B - Good Condition",16GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade A - Very Good Condition",16GB,Grey,Unlocked,,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade A - Very Good Condition",16GB,Gold,Unlocked,,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade C - Acceptable Condition",16GB,Gold,"EE Network",,,,,1
Apple,"iPad Air 2 16GB WiFi + 4G",Working,"Grade C - Acceptable Condition",32GB,Silver,Unlocked,,,,,1
Apple,"IPAD AIR 2 32GB WI FI - MNV22B/A","Brand New","Brand New",32GB,Grey,Unlocked,,,,,1
Apple,"IPAD AIR 2 32GB WI FI - MNV22B/A","Brand New","Brand New",32GB,Grey,Vodafone,,,,,1
Apple,"IPAD AIR 2 32GB WIFI + 4G",Working,"Grade B - Good Condition",32GB,Gold,Unlocked,,,,,1
Apple,"iPad Air 2 64GB WiFi",Working,"Grade C - Acceptable Condition",64GB,Grey,Vodafone,,,,,1
Apple,"iPad Air 2 64GB WiFi + 4G",Working,"Grade A - Very Good Condition",64GB,Grey,Unlocked,,,,,1
Apple,"iPad Air 32GB WiFi + 4G A1475","Power On Tested-Good LCD",Unknown,32GB,Silver,Unlocked,,,,,1
Apple,"iPad Air 32GB WiFi + 4G A1475",Working,"Grade A - Very Good Condition",32GB,Grey,Unlocked,,,,,1
Apple,"iPad Air 32GB WiFi A1474","Power On Tested-Good LCD",Unknown,32GB,Grey,"Not Applicable",,,,,1
Apple,"IPAD AIR SMART CASE - MF051ZM/A",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,5
Apple,"IPAD AIR SMART CASE - MF051ZM/A",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IPAD AIR SMART CASE - MF051ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,3
Apple,"IPAD AIR SMART COVER",Working,"Grade B - Good Condition","Not Applicable",Blue,"Not Applicable",,,,,1
Apple,"IPAD AIR SMART COVER",Working,"Not Graded","Not Applicable",Blue,"Not Applicable",,,,,10
Apple,"IPAD AIR SMART COVER",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,1
Apple,"IPAD AIR SMART COVER","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,4
Apple,"IPAD AIR SMART COVER",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"IPAD AIR SMART COVER","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,8
Apple,"iPad Mini 16GB with Wifi A1432",Working,"Grade A - Very Good Condition",16GB,Grey,"Not Applicable",,,,,1
Apple,"iPad Mini 16GB with Wifi A1432",Working,"Grade C - Acceptable Condition",16GB,Silver,Unlocked,,,,,1
Apple,"iPad Mini 16GB with Wifi A1432",Working,"Grade B - Good Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPad Mini 16GB with Wifi A1432",Working,"Grade C - Acceptable Condition",16GB,White,"Not Applicable",,,,,1
Apple,"iPad Mini 16GB with Wifi A1432","Working – Major Screen Burn","Grade C - Acceptable Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade B - Good Condition",16GB,Black,Unlocked,,,,,4
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade A - Very Good Condition",16GB,Black,Unlocked,,,,,2
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade B B2B",16GB,Black,Unlocked,,,,,2
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade C - Acceptable Condition",16GB,Black,Unlocked,,,,,1
Apple,"iPad Mini 16GB with Wifi and 4G A1454","iOS 7 Locked","Grade C - Acceptable Condition",16GB,Black,Unlocked,,,,,2
Apple,"iPad Mini 16GB with Wifi and 4G A1454","iOS 7 Locked","Grade B B2B",16GB,Black,Unlocked,,,,,2
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade B B2B",16GB,Grey,Unlocked,,,,,2
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade A - Very Good Condition",16GB,Grey,Unlocked,,,,,1
Apple,"iPad Mini 16GB with Wifi and 4G A1454",Working,"Grade A - Very Good Condition",16GB,Silver,"EE Network",,,,,1
Apple,"iPad Mini 2 16Gb WiFi 4G A1490","Power On Tested-Good LCD",Unknown,16GB,Silver,Unlocked,,,,,1
Apple,"iPad Mini 2 16Gb WiFi 4G A1490",Working,"Grade A - Very Good Condition",16GB,Silver,"EE Network",,,,,1
Apple,"iPad Mini 2 16Gb WiFi 4G A1490",Working,"Grade B - Good Condition",16GB,Grey,Vodafone,,,,,1
Apple,"iPad Mini 2 16GB WiFi A1489",Working,"Grade A - Very Good Condition",16GB,Grey,"Not Applicable",,,,,1
Apple,"iPad Mini 2 16GB WiFi A1489",Working,"Grade B - Good Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPad Mini 2 32GB WiFi A1489",Working,"Grade B - Good Condition",32GB,Grey,"Not Applicable",,,,,1
Apple,"iPad Mini 3 16GB WiFi",Working,"Grade A - Very Good Condition",16GB,Grey,Unlocked,,,,,1
Apple,"iPad Mini 32GB Wifi A1432",Working,"Grade C - Acceptable Condition",32GB,Silver,"Not Applicable",,,,,1
Apple,"IPAD MINI 4 128GB 4G",Working,"Insurance Grade",128MB,Grey,Unlocked,,,,,1
Apple,"IPAD MINI 4 128GB 4G","Non-working - Need Repair - HardWare","Not Graded",128GB,Silver,Damaged,,,,,1
Apple,"IPAD MINI 4 128GB 4G AND WIFI (A1550)",Working,"Grade B - Good Condition",128GB,"Space Gray",Unlocked,,,,,1
Apple,"IPAD MINI 4 16GB 4G",Working,"Grade C - Acceptable Condition",16GB,Gold,Unlocked,,,,,1
Apple,"IPAD MINI 4 16GB 4G",Working,"Grade B B2B",16GB,Gold,O2,,,,,2
Apple,"IPAD MINI 4 16GB 4G",Working,"Grade A - Very Good Condition",16GB,Gold,O2,,,,,1
Apple,"IPAD MINI 4 16GB 4G",Working,"Grade A - Very Good Condition",16GB,Gold,Unlocked,,,,,2
Apple,"IPAD MINI 4 64GB 4G",Working,"Grade A - Very Good Condition",64GB,Grey,Unlocked,,,,,1
Apple,"IPAD MINI 4 64GB WI-FI",Working,"Grade A - Very Good Condition",64GB,Grey,"Not Applicable",,,,,1
Apple,"IPAD MINI 4 SILICON CASE","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,1
Apple,"IPAD MINI SMART CASE",Working,"Insurance Grade","Not Applicable",Beige,"Not Applicable",,,,,1
Apple,"IPAD MINI SMART CASE","Brand New","Brand New","Not Applicable",Beige,"Not Applicable",,,,,4
Apple,"IPAD MINI SMART CASE",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IPAD MINI SMART COVER",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,5
Apple,"IPAD MINI SMART COVER",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,4
Apple,"IPAD MINI SMART COVER","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,2
Apple,"IPAD MINI SMART COVER","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IPAD PRO 10.5-INCH SMART COVER - MQ082ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"IPAD PRO 10.5-INCH SMART COVER - MQ082ZM/A",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"IPAD PRO 10.5-INCH SMART COVER - MQ082ZM/A","Brand New","Brand New","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"IPAD PRO 10.5-INCH SMART COVER - MQ082ZM/A",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"IPAD PRO 10.5-INCH WI-FI+4G A1709",Working,"Grade C - Acceptable Condition",64GB,"ROSE GOLD",Unlocked,,,,,1
Apple,"IPAD PRO 10.5-INCH WI-FI+4G A1709",Working,"Grade B - Good Condition",64GB,Silver,Unlocked,,,,,1
Apple,"IPAD PRO 10.5-INCH WI-FI+4G A1709",Working,"Grade A - Very Good Condition",256GB,Grey,Unlocked,,,,,1
Apple,"IPAD PRO 10.5-INCH WI-FI+4G A1709","Non-working - Need Repair - HardWare","Not Graded",64GB,Silver,Unlocked,,,,,1
Apple,"IPAD PRO 12.9 128GB A1584",Working,"Insurance Grade",128GB,Gold,"Not Applicable",,,,,1
Apple,"IPAD PRO 12.9 INCH 128GB A1652","Power On Tested-Good LCD",Unknown,128GB,Grey,Unlocked,,,,,1
Apple,"IPAD PRO 12.9 INCH 128GB A1652",Working,"Grade A - Very Good Condition",128GB,Grey,Unlocked,,,,,2
Apple,"IPAD PRO 12.9 INCH WI-FI+4G 512GB","Brand New","Brand New",512GB,Gold,Unlocked,,,,,3
Apple,"IPAD PRO 12.9-INCH SMART COVER - MQ0G2ZM/A","Brand New","Brand New","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"Ipad pro 128Gb 4G",Working,"Grade A - Very Good Condition",128GB,Grey,Unlocked,,,,,1
Apple,"ipad pro 128GB wifi",Working,"Grade B - Good Condition",128GB,Silver,"Not Applicable",,,,,1
Apple,"ipad pro 128GB wifi",Working,"Grade A - Very Good Condition",128GB,Silver,"EE Network",,,,,1
Apple,"IPAD PRO 2ND GENERATION 12.9 INCH (A1671) 64GB",Working,"Insurance Grade",64GB,Silver,Unlocked,,,,,1
Apple,"IPAD PRO 2ND GENERATION 12.9INCH 256GB WIFI+CELLULAR",Working,"Grade A - Very Good Condition",256GB,Grey,Unlocked,,,,,1
Apple,"IPAD PRO 2ND GENERATION 12.9INCH 256GB WIFI+CELLULAR",Working,"Grade A - Very Good Condition",256GB,"Space Gray",Unlocked,,,,,1
Apple,"Ipad pro 32gb wifi",Working,"Grade A - Very Good Condition",32GB,Gold,"Not Applicable",,,,,1
Apple,"Ipad pro 32gb wifi",Working,"Grade C - Acceptable Condition",32GB,Gold,"Not Applicable",,,,,2
Apple,"Ipad pro 32gb wifi",Working,"Grade A - Very Good Condition",32GB,"ROSE GOLD","Not Applicable",,,,,1
Apple,"Ipad pro 32gb wifi",Working,"Grade A - Very Good Condition",32GB,Silver,"Not Applicable",,,,,1
Apple,"IPAD PRO 6TH GENERATION (A1954) 128GB WIFI AND CELLULAR","Brand New","Brand New",128GB,Gold,Unlocked,,,,,1
Apple,"IPAD PRO 6TH GENERATION (A1954) 128GB WIFI AND CELLULAR","Working - Minor Issue","Grade C - Acceptable Condition",128GB,Silver,Unlocked,,,,,1
Apple,"IPAD PRO 6TH GENERATION (A1954) 32GB WIFI AND CELLULAR","Non-working - Need Repair - HardWare","Not Graded",32GB,"ROSE GOLD",Unlocked,,,,,1
Apple,"IPAD PRO 6TH GENERATION (A1954) 32GB WIFI AND CELLULAR","Non-working - Need Repair - HardWare",Unknown,32GB,Gold,Unlocked,,,,,2
Apple,"IPAD PRO 6TH GENERATION (A1954) 32GB WIFI AND CELLULAR",Working,"Grade B - Good Condition",32GB,Gold,Unlocked,,,,,1
Apple,"IPAD PRO 9.7 INCH 256GB WIFI A1673",Working,"Grade A - Very Good Condition",256GB,Grey,"Not Applicable",,,,,1
Apple,"IPAD PRO 9.7 INCH 32GB A1674",Working,"Grade C - Acceptable Condition",32GB,Grey,Unlocked,,,,,1
Apple,"IPAD PRO 9.7 INCH 32GB A1674",Working,"Grade B - Good Condition",32GB,Grey,Unlocked,,,,,4
Apple,"IPAD PRO 9.7 INCH 32GB A1674","Account Locked Disposal","Grade A - Very Good Condition",32GB,Grey,"Not Applicable",,,,,1
Apple,"IPAD PRO 9.7 INCH 32GB A1674","Working - Minor Issue","Grade B - Good Condition",32GB,"ROSE GOLD",Unlocked,,,,,1
Apple,"IPAD PRO A1709 - 10.5 INCH 256GB WIFI 4G",Working,"Grade A - Very Good Condition",256GB,"ROSE GOLD",Unlocked,,,,,1
Apple,"IPAD PRO A1709 - 10.5 INCH 256GB WIFI 4G",Working,"Insurance Grade",256GB,Gold,Unlocked,,,,,1
Apple,"IPAD PRO WIFI 4G 32GB",Working,"Grade C - Acceptable Condition",32GB,"ROSE GOLD",O2,,,,,2
Apple,"IPAD PRO WIFI 4G 32GB",Working,"Grade A - Very Good Condition",32GB,Silver,Unlocked,,,,,1
Apple,"IPAD SMART COVER - MC949ZM/A",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,8
Apple,"IPAD SMART COVER - MC949ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER 9.7 MQ4L2ZM/A",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER 9.7 MQ4L2ZM/A","Brand New","Brand New","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"IPAD SMART COVER MC945ZM/A","Brand New","Insurance Grade","Not Applicable",Orange,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER MD301ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER MD302ZM/A",Working,"Grade B - Good Condition","Not Applicable",Tan,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER MD306ZM/A",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER MD306ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IPAD SMART COVER MD307ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"iPhone 3G 16GB A1241","iOS 7 Locked","Not Graded",16GB,White,Damaged,,,,,4
Apple,"iPhone 3G 16GB A1241","iOS 7 Locked","Not Graded",16GB,Black,Damaged,,,,,2
Apple,"iPhone 3G 16GB A1241","iOS 7 Locked","Grade B - Good Condition",16GB,Black,Damaged,,,,,1
Apple,"iPhone 3G 16GB A1241",Non-working,Unknown,16GB,White,Damaged,,,,,3
Apple,"iPhone 3G 16GB A1241",Non-working,Unknown,16GB,Black,Damaged,,,,,1
Apple,"iPhone 3G 16GB A1241",Working,"Grade C - Acceptable Condition",16GB,Black,Unlocked,,,,,2
Apple,"iPhone 3G 16GB A1241","Working - Minor Issue","Grade D",16GB,White,"EE Network",,,,,1
Apple,"iPhone 3G 8GB A1241",Non-working,Unknown,8GB,Black,Unknown,,,,,1
Apple,"iPhone 3G 8GB A1241",Working,"Grade A - Very Good Condition",8GB,Black,"EE Network",,,,,1
Apple,"iPhone 3G 8GB A1241",Working,"Grade C - Acceptable Condition",8GB,Black,Unknown,,,,,1
Apple,"iPhone 3G 8GB A1241","Brand New","Insurance Grade",8GB,Black,Unlocked,,,,,1
Apple,"iPhone 3G 8GB A1241","Non-working - Need Repair - Software","Grade C - Acceptable Condition",8GB,Black,Unlocked,,,,,1
Apple,"iPhone 3G 8GB A1241",Working,"Grade A - Very Good Condition",8GB,Black,Unknown,,,,,1
Apple,"iPhone 3G 8GB A1241","iOS 7 Locked","Not Graded",8GB,Black,Damaged,,,,,2
Apple,"iPhone 3G 8GB A1241","Power On Tested-Broken LCD",Unknown,8GB,Black,Damaged,,,,,1
Apple,"iPhone 3GS 16GB A1303",Non-working,Unknown,16GB,Black,"UK Unlocked Only",,,,,2
Apple,"iPhone 3GS 16GB A1303",Non-working,Unknown,16GB,White,"UK Unlocked Only",,,,,1
Apple,"iPhone 3GS 16GB A1303",Non-working,Unknown,16GB,White,Unknown,,,,,6
Apple,"iPhone 3GS 16GB A1303",Non-working,Unknown,16GB,Black,Unknown,,,,,7
Apple,"iPhone 3GS 16GB A1303",Working,"Grade B - Good Condition",16GB,White,"EE Network",,,,,1
Apple,"iPhone 3GS 16GB A1303",Working,"Grade A - Very Good Condition",16GB,White,Unlocked,,,,,17
Apple,"iPhone 3GS 16GB A1303","Brand New","Insurance Grade",16GB,Black,"UK Unlocked Only",,,,,2
Apple,"iPhone 3GS 16GB A1303","Brand New","Insurance Grade",16GB,White,"UK Unlocked Only",,,,,2
Apple,"iPhone 3GS 16GB A1303","Brand New","Insurance Grade",16GB,White,Unlocked,,,,,8
Apple,"iPhone 3GS 16GB A1303","Brand New","Insurance Grade",16GB,Black,Unlocked,,,,,6
Apple,"iPhone 3GS 16GB A1303","Power On Tested-Good LCD","Grade C - Acceptable Condition",16GB,Black,Unlocked,,,,,1
Apple,"iPhone 3GS 16GB A1303",Working,"Grade B - Good Condition",16GB,White,Unlocked,,,,,1
Apple,"iPhone 3GS 16GB A1303",Working,"Grade B - Good Condition",16GB,Black,Unlocked,,,,,7
Apple,"iPhone 3GS 16GB A1303",Working,"Grade A - Very Good Condition",16GB,Black,Unlocked,,,,,34
Apple,"iPhone 3GS 16GB A1303",Working,"Grade B - Good Condition",16GB,Black,Vodafone,,,,,1
Apple,"iPhone 3GS 16GB A1303","Non-working - Need Repair - Software",Unknown,16GB,Black,Damaged,,,,,1
Apple,"iPhone 3GS 16GB A1303",Non-working,Unknown,16GB,Black,Damaged,,,,,6
Apple,"iPhone 3GS 16GB A1303",Non-working,Unknown,16GB,White,Damaged,,,,,8
Apple,"iPhone 3GS 16GB A1303",Working,Unknown,16GB,White,Damaged,,,,,1
Apple,"iPhone 3GS 16GB A1303","Brand New","Insurance Grade",16GB,White,Three(3),,,,,1
Apple,"iPhone 3GS 32GB A1303","Non-working - Need Repair - Software","Grade B - Good Condition",32GB,Black,"EE Network",,,,,1
Apple,"iPhone 3GS 32GB A1303","Brand New","Insurance Grade",32GB,White,"EE Network",,,,,1
Apple,"iPhone 3GS 32GB A1303","Power On Tested-Good LCD","Grade C - Acceptable Condition",32GB,Black,Unlocked,,,,,1
Apple,"iPhone 3GS 32GB A1303",Working,"Grade A - Very Good Condition",32GB,White,Unlocked,,,,,6
Apple,"iPhone 3GS 32GB A1303",Working,"Grade A - Very Good Condition",32GB,Black,Unlocked,,,,,13
Apple,"iPhone 3GS 32GB A1303",Working,"Grade B - Good Condition",32GB,White,Unlocked,,,,,2
Apple,"iPhone 3GS 32GB A1303","Brand New","Insurance Grade",32GB,Black,Unlocked,,,,,1
Apple,"iPhone 3GS 32GB A1303",Working,"Grade B - Good Condition",32GB,Black,O2,,,,,1
Apple,"iPhone 3GS 32GB A1303",Working,"Grade B - Good Condition",32GB,Black,Unlocked,,,,,2
Apple,"iPhone 3GS 32GB A1303",Non-working,"Grade B - Good Condition",32GB,Black,Unlocked,,,,,1
Apple,"iPhone 3GS 32GB A1303","Warranty Send-Off","Grade B - Good Condition",32GB,Black,Unlocked,,,,,1
Apple,"iPhone 3GS 32GB A1303",Non-working,Unknown,32GB,Black,Damaged,,,,,5
Apple,"iPhone 3GS 32GB A1303",Non-working,Unknown,32GB,White,Damaged,,,,,6
Apple,"iPhone 3GS 32GB A1303","Working - Minor Issue","Grade C - Acceptable Condition",32GB,Black,Unlocked,,,,,1
Apple,"iPhone 3GS 8GB A1303","Brand New","Insurance Grade",8GB,Black,Unlocked,,,,,5
Apple,"iPhone 3GS 8GB A1303",Working,"Grade B - Good Condition",8GB,Black,Unlocked,,,,,2
Apple,"iPhone 3GS 8GB A1303",Working,"Grade A - Very Good Condition",8GB,Black,Unlocked,,,,,13
Apple,"iPhone 3GS 8GB A1303",Working,"Grade C - Acceptable Condition",8GB,Black,"EE Network",,,,,1
Apple,"iPhone 4 16GB A1332","Brand New","Insurance Grade",16GB,Black,"UK Unlocked Only",,,,,23
Apple,"iPhone 4 16GB A1332",BER,"Grade B - Good Condition",16GB,Black,"UK Unlocked Only",,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade A - Very Good Condition",16GB,Black,"UK Unlocked Only",,,,,1
Apple,"iPhone 4 16GB A1332",Non-working,Unknown,16GB,Black,Unknown,,,,,2
Apple,"iPhone 4 16GB A1332","Brand New","Insurance Grade",16GB,Black,"EE Network",,,,,2
Apple,"iPhone 4 16GB A1332","Brand New","Insurance Grade",16GB,Black,O2,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade C - Acceptable Condition",16GB,Black,Unlocked,,,,,2
Apple,"iPhone 4 16GB A1332",Working,"Grade B B2B",16GB,White,Unlocked,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade B - Good Condition",16GB,Black,Unlocked,,,,,3
Apple,"iPhone 4 16GB A1332",Working,"Grade A - Very Good Condition",16GB,White,NOS-Portugal,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Not Graded",16GB,Black,NOS-Portugal,,,,,4
Apple,"iPhone 4 16GB A1332",Non-working,Unknown,4GB,Black,NOS-Portugal,,,,,2
Apple,"iPhone 4 16GB A1332",Non-working,Unknown,16GB,Black,NOS-Portugal,,,,,3
Apple,"iPhone 4 16GB A1332",Working,"Not Graded",16GB,Black,O2,,,,,1
Apple,"iPhone 4 16GB A1332","Non-working - Need Repair - Software",Unknown,16GB,Black,NOS-Portugal,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade C - Acceptable Condition",16GB,Black,O2,,,,,1
Apple,"iPhone 4 16GB A1332","Use For Parts","Grade C - Acceptable Condition",16GB,Black,Damaged,,,,,1
Apple,"iPhone 4 16GB A1332","Non-working - Need Repair - Software",Unknown,16GB,Black,"Not Applicable",,,,,1
Apple,"iPhone 4 16GB A1332","Power On Tested-Good LCD","Grade C - Acceptable Condition",16GB,Black,NOS-Portugal,,,,,1
Apple,"iPhone 4 16GB A1332",Non-working,Unknown,16GB,Black,"EE Network",,,,,1
Apple,"iPhone 4 16GB A1332","Account Locked Disposal","Grade B - Good Condition",16GB,Black,NOS-Portugal,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade B - Good Condition",16GB,White,Unlocked,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade A - Very Good Condition",16GB,Black,Unlocked,,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade C - Acceptable Condition",16GB,Black,"EE Network",,,,,3
Apple,"iPhone 4 16GB A1332",Working,"Grade D",16GB,Black,"EE Network",,,,,1
Apple,"iPhone 4 16GB A1332",Working,"Grade C - Acceptable Condition",16GB,Black,Vodafone,,,,,1
Apple,"iPhone 4 16GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition",16GB,Black,Unlocked,,,,,1
Apple,"iPhone 4 16GB A1332","Working – Minor Screen Burn","Grade B - Good Condition",16GB,Black,Unlocked,,,,,1
Apple,"iPhone 4 32GB A1332",BER,"Grade A - Very Good Condition",32GB,Black,Unlocked,,,,,1
